8124,9645,35912,31504,48138
15351,43730
14304,47100
8373,53600
24797,54748
2494,46451
23354,11392
47211,717
64493,44052
40825,61308
43572,36534
235,48825
53392,35664
35526,30157
36612,19956
47804,46579
27383,23538
23504,64495
11671,44128
11784,12183
5393,14628
54230,52634
25813,46039
14161,2092
45626,41093
55855,40380
4070,38013
35070,24790
40814,52263
52660,50711
44165,36525
46304,25261
19681,51779
15664,6897
42733,62861
19732,827
64891,17278
58427,31663
8194,19432
59501,17733
41052,27651
42065,21430
4559,43650
6347,33382
41058,54774
20508,45908
30855,39907
38509,26985
44193,52505
48163,63092
47576,8185
36114,923
27481,49373
25854,64519
24956,35235
25956,32213
56178,36890
51936,37880
18067,15912
42671,37401
50566,50819
5194,9833
61603,34609
54479,22015
31885,58522
48519,12437
44383,9919
50532,28104
13649,43028
61765,48025
6198,63646
19932,11749
63616,43599
59642,64112
58344,48380
28053,45185
13307,37095
54657,17965
33027,7851
50147,5258
37592,6884
5816,57763
43060,56055
9348,38480
51796,15391
39763,11449
6327,89
28198,56689
50251,33220
63939,59567
1305,55461
876,6619
30869,63779
19122,3895
39863,3096
53026,33082
7250,19311
2825,54213
42557,52903
2427,54054
52328,51527
27574,57924
35133,26609
41752,3807
6562,33678
43598,22369
15893,11031
18162,10683
61759,24140
58278,34381
44294,56759
16586,38576
34972,19012
18769,13779
7584,10685
30102,58931
29924,1342
15113,56924
53410,29397
57385,38024
27067,23202
47026,6021
41162,38512
53607,41535
58619,31030
64892,33918
8022,46716
26676,27775
47509,46536
7878,31953
44181,54519
26356,47779
11983,52416
38464,734
24317,28098
6838,48507
787,45512
62985,51963
46807,797
57084,52782
29180,36591
26196,47745
64975,3156
34030,26382
50472,55366
10807,16488
22615,636
32478,32121
61278,36735
20211,50192
62880,45177
52268,3565
29140,4498
47737,58098
46807,797
18201,42005
41189,14098
3986,20398
45200,20750
32639,28442
20961,39691
40169,42294
55467,47975
18887,25374
41540,33154
38208,53002
26487,30843
35125,48054
28546,61103
58812,29755
47546,46313
27134,31879
27927,52330
49211,15220
16974,30350
58794,50338
52174,40180
64522,63471
47260,968
35778,51670
21474,6488
38855,22110
18402,15677
57927,45461
64254,17323
56154,42702
13161,37383
8049,50964
8138,30268
59646,43011
56328,53596
6368,43753
56428,36182
21059,9314
10081,46511
28765,20050
42063,21614
64832,1998
28896,56252
61565,7435
49721,23232
50979,15387
42745,31352
56252,9343
53260,5469
5272,43482
42115,46122
3762,24435
48492,19871
40796,48471
1545,28731
53791,20091
16830,47291
12221,65138
26177,56105
50666,34379
1946,9457
59682,54763
42070,58936
35522,39082
5950,57223
51161,29427
19179,13617
17981,12435
35978,50917
9766,52065
18924,57145
30004,13359
18544,4455
19044,38572
48687,42045
9181,4594
6239,45684
2528,64061
12572,44868
1725,14024
20443,43637
30047,26239
9993,42398
10634,38113
18666,28937
7091,32844
62960,14529
32077,62748
62210,3044
6961,14939
840,2516
32276,50803
60172,18893
6387,41542
23211,49969
6048,41277
52675,45645
45626,41093
28430,64805
35988,40878
48485,18214
33278,554
15852,7925
53104,47331
21527,20509
38456,12902
5293,62365
54864,10503
52312,59598
63925,24729
39513,57593
11879,26475
38207,20225
45970,4979
5651,51306
63099,37479
61037,21712
58828,62745
2816,44892
52160,35570
21845,2154
41980,40567
33498,36171
19258,8201
64816,3057
25989,58405
33929,64423
53455,64988
23970,2946
12576,42447
33215,53831
12332,2537
31605,2757
64063,47035
35473,19209
35831,58070
33399,4184
19627,53245
45642,41095
2594,55792
22192,49322
61951,27476
19287,18156
39617,21115
26852,21606
43623,13416
21607,17037
41877,7035
9503,54894
33714,28871
42201,61580
44084,50926
5513,61800
64053,57785
7393,38878
60993,16352
56151,34420
13433,28934
7512,37384
12408,6390
27648,14933
45721,13891
42022,22072
31715,14423
65363,10336
17460,27762
37885,60220
10471,8271
36632,56142
23582,15139
52706,14769
26234,61624
11741,17575
40650,22090
10650,34000
57933,50596
24746,49040
45399,3816
62463,45784
60921,25712
1203,62095
46829,47493
31171,1304
21483,43755
3963,1894
2034,7990
10312,6348
45709,45447
13517,22949
12073,26369
47777,40264
6088,10248
18827,31629
1925,31451
747,43647
5053,41782
47441,42177
54759,57901
31754,21125
18564,56260
16849,27178
38862,46109
65454,65285
37999,38440
49871,16732
35375,21847
32166,34781
43051,39405
21872,9711
33043,64717
40299,63839
46522,15457
1148,51622
38345,63162
1895,63138
49630,32181
6492,8591
48355,62550
16270,16357
63363,7424
28479,52888
50144,5112
26433,25249
63956,21489
15392,44495
5872,41100
29474,426
26508,37523
1255,24590
29885,65187
64452,63717
26767,27903
59700,60658
28982,46303
49066,35315
51446,36566
37855,37245
18942,51067
42380,22171
22364,43267
56242,536
58735,51068
16658,35483
20180,5284
25792,12488
53014,29731
31134,53201
23276,54072
59070,2569
27258,20803
41670,61259
19310,6571
25436,46159
16146,12140
46567,29722
27737,17783
55753,51530
11002,49904
23405,51396
63270,23797
698,36057
5932,19628
21397,41173
63721,63723
49736,16844
62473,47008
36322,32060
30808,30943
36184,34508
57239,46181
5812,62130
14145,55062
4762,37005
51847,23303
6021,51873
18568,31309
12841,58035
30980,62528
13504,35450
47135,12670
14268,44406
12489,9219
64000,41541
50851,3969
19502,46349
19325,31868
47553,42179
11835,15609
18947,42256
46920,15903
27106,54669
16163,29294
15526,63291
7925,22659
37273,19065
42430,55104
60524,23879
19997,25706
64358,26724
27051,62265
58145,47449
17225,37323
50797,62628
47890,47666
31156,20051
26441,64482
48747,62803
3421,28641
48346,62626
28618,45613
2496,16943
3488,10361
47409,44619
65180,4037
42051,5162
61661,22849
31932,62882
6857,24643
35648,2759
21443,41536
24488,60260
7769,23010
9251,57910
47477,46538
63251,16130
24240,2214
40416,48748
2511,34072
22213,53897
20704,8813
24320,14300
55437,27866
30016,19079
51736,57933
8623,14611
15159,18604
51825,4270
47534,10048
26954,34784
63334,23647
49015,65160
27052,63039
2815,38418
21350,45176
12459,12413
52665,58903
5059,8797
24537,56942
49304,51780
45607,9960
38618,53913
10021,42414
18844,22161
7691,55199
7934,31894
35230,20100
1239,49685
12541,28935
42723,53552
12188,40773
43325,18162
20567,1193
29517,38373
54595,42777
518,2402
9415,16927
64669,15791
23317,23464
27306,64449
43121,398
42758,21730
34133,52414
15318,52243
17990,29005
39034,9778
24257,60702
54502,22313
24030,19589
22274,39840
5910,30673
57682,12578
11598,24229
7873,64542
49645,19817
21768,58207
18575,63974
38703,60661
42315,44817
23318,28143
47097,51952
27092,42886
14927,16131
33653,33268
5957,45993
49149,65136
6615,42867
7253,10316
51148,15580
19067,42240
8647,36623
48502,19545
60898,23580
30065,56196
28196,23915
6584,4646
37702,8640
28529,33308
46618,37254
20721,16568
33096,18892
59560,31469
13250,470
44401,6924
2167,64013
33156,44223
56571,59596
12663,10076
61453,48545
42303,22093
27668,46884
16370,17364
22846,33670
58995,29250
11699,27347
37391,41292
57838,14994
20226,19444
51379,13012
51854,24087
55996,27831
2767,15890
34874,55922
2549,16763
5789,41876
24317,28098
58747,34619
35424,327
17775,54892
50385,33028
5745,37509
33730,38110
10504,31699
45039,49486
62727,63361
40183,9874
23389,17351
14173,32090
29799,61476
57467,46353
33325,54948
25892,23866
44701,63177
34946,31598
47025,5570
55278,65415
53445,55480
34840,23374
19756,7669
18579,16040
12050,43824
54159,60535
59619,33094
59469,4393
17840,50339
59294,42159
21589,98
31233,5593
48670,28522
57293,54844
35756,64255
25173,47286
64187,47309
59862,17739
44461,62894
26778,43973
11205,35720
7419,10444
42271,50739
46520,24371
65036,33869
24998,36492
25309,56442
10957,21232
40202,30014
36052,12038
62116,63562
53015,21539
41540,33154
30478,56657
11963,25041
52324,40231
21317,43695
13215,45664
4198,51462
21561,53405
31018,34785
41651,7754
46487,30757
28992,2778
47735,42705
60149,52160
45846,45427
27989,50366
35427,5425
31240,21965
33768,48636
10266,49155
11911,9425
41389,62886
60332,60158
40995,38448
59955,23104
64864,34757
64640,8903
6043,51202
53415,58158
50621,22272
57071,46397
60431,31812
23991,132
22705,49170
22729,61987
25351,16815
44825,54564
17236,28376
10271,37751
63041,21147
59098,53675
31262,61265
23169,49825
11651,39095
57048,24373
1100,31623
18114,39355
17159,37347
45486,28564
42866,5511
43410,57314
34829,21590
25072,41088
2581,20697
18797,58849
37343,51701
46660,55713
42612,48188
58744,62813
9669,55105
52826,56441
49689,7914
23617,13097
64530,60388
12293,41703
20988,931
64058,54001
32968,16758
65411,18494
30209,4236
51920,45553
61870,15162
39702,63975
6616,6965
37596,10721
43192,63607
45454,32316
2939,63855
59564,27390
20411,63820
63975,58293
57679,39347
62663,56110
22981,532
21849,22591
63786,44379
23772,26725
39123,41303
2541,1505
10322,12663
35644,29437
668,4945
5024,47592
11643,39739
18142,8481
32025,58645
21247,41869
8748,39221
21030,37420
50698,5354
59146,51920
39060,52186
24426,42949
47023,34573
35727,29799
50985,30811
27149,46509
19977,49787
4647,8748
10174,40837
65333,2189
1049,53421
22526,14482
48117,18601
34752,35446
23693,46893
62161,47679
44311,50623
36328,15740
41924,9660
62356,17178
25319,5352
3190,21633
5959,55258
57835,27323
29298,64925
54995,16843
31922,50885
1182,42338
47582,3400
42575,45464
1523,5249
44059,21725
23029,22
33249,31409
2435,5163
33267,53317
40116,61428
32080,40061
61784,56004
42464,59941
39021,22744
4271,14123
54575,52550
27458,10664
17192,40414
40693,7283
52844,7246
4337,35004
15028,29178
39964,32589
65146,30202
33121,51840
10541,10194
26679,48146
22388,7468
47050,63224
13434,21252
8003,29934
21783,53277
7020,37967
14551,17053
3986,20398
9382,21020
12510,33036
11103,28670
22012,40550
62087,28813
4820,11608
32239,20951
40883,16003
35409,27011
649,16699
60948,46215
65229,60753
34876,64117
29710,25888
49992,51532
26710,57980
38722,3485
5616,43072
64735,20341
65107,22559
30946,47770
34134,26011
9139,9883
11036,27597
50449,46572
1256,48433
9390,64284
14622,45845
20821,55459
61365,4520
52719,23750
16462,57197
19089,56272
17433,9618
8332,6042
53245,42740
64537,40864
27719,38427
51246,62484
61821,2048
57643,19353
41581,17744
52478,9302
30406,65178
1085,5754
60184,51935
29593,4058
39013,56234
37214,14738
62214,22710
59142,36263
51979,10949
64774,52274
34392,51925
53742,32527
17756,25883
45303,57862
31492,20935
62458,37601
55340,38004
1168,49431
51144,30940
46865,15840
61044,1972
27722,57961
40073,40067
12779,29556
27288,10395
35921,8344
9983,29248
18957,34087
54576,1645
30408,63949
63230,17195
60299,51421
36715,41055
13261,4848
17569,48961
34287,32048
23033,1091
61026,9604
61111,50368
44468,30305
28858,25526
26644,15503
34177,38884
30845,60728
62163,44059
26002,51839
6070,32243
51441,47314
17262,21935
61264,5612
38752,55260
7582,60854
145,5482
396,7902
26873,27442
63753,17243
25783,63798
56416,39489
14890,13395
30006,25610
17853,59058
41845,35244
36025,21860
20788,11582
27877,43989
64125,23034
45441,2620
5160,35158
6126,61063
11790,27873
40246,13783
57380,54476
40025,22593
13178,45803
38585,60123
37572,3529
3614,32729
51834,5627
62577,35416
32228,4499
24131,63448
41649,2828
3179,22364
54953,30962
18019,5664
37764,37833
43873,10739
41985,44520
55259,62011
44613,31714
12254,3268
55456,43874
30445,54716
18085,31272
45783,33557
9494,58667
63751,25101
41799,12632
28337,52254
2392,38801
59247,7716
56464,5327
53608,33035
65301,7140
45184,64159
28402,17940
54640,10491
9952,25256
5041,36871
33517,56424
60232,22732
32014,23692
48584,2483
34400,33231
20164,19777
51350,42623
20084,46606
21069,3568
67,34490
42057,16730
42474,17062
864,35801
49277,52490
19867,51581
7365,47258
49663,49750
323,54119
44672,65115
24081,8357
57936,47383
52134,18073
27925,39720
16507,42376
17934,35209
62949,63237
15140,10770
33659,41428
55762,59278
58396,65041
50469,63523
18558,20807
14743,16663
1244,31165
51510,30385
57363,7714
1504,30648
42446,54633
3373,20192
55363,44425
36021,20581
41941,12866
20232,27606
20700,14693
29786,38490
62042,33461
61218,7550
17834,17530
14212,7958
9279,53780
46108,64413
7418,3305
19350,61166
12420,47017
46707,59976
33704,60277
816,744
56513,10398
41502,32303
46219,1433
3804,27961
9919,21058
35764,62189
15132,12228
8579,51635
2648,46490
26061,52576
64930,15281
39491,46115
5792,8637
17511,24877
26639,64716
23080,22666
64658,3002
57051,11061
28835,34569
46532,46125
22771,32853
63109,51609
17464,32443
54921,30810
2867,6261
4701,37526
56490,50577
19775,38621
59032,10651
12314,61860
28537,61993
1425,7522
57880,2707
47394,16866
20601,63946
27074,21526
21295,14448
65474,36054
55714,57222
62402,39122
53043,17631
41361,56622
47145,1538
27887,28004
29859,30726
59312,38079
32817,54027
31755,11905
48940,35941
47088,48337
51325,42484
49085,28666
25189,57744
18748,28593
34439,40498
62695,25405
48476,64790
24240,2214
32583,739
65256,48373
39793,21317
3913,50116
3451,36846
15116,7620
4859,49331
33053,44206
25290,33716
10392,43470
51184,44252
51041,2709
46306,7569
27723,11093
7446,31850
60738,31804
18957,34087
48661,8040
54047,20155
18373,26995
47818,42744
15035,254
36581,47799
51780,46870
10719,53352
65073,949
12490,24583
25559,20638
28696,28357
25775,63340
4530,4752
61852,52165
63346,10393
40884,28660
52861,24059
56235,24813
62025,44266
58611,27397
14336,47944
26180,1302
54944,47927
22655,14918
32422,50841
64404,2834
28479,52888
17947,3038
3852,7245
46976,15963
65493,906
23831,3298
49267,40235
31897,1052
59065,27512
50550,19754
55689,25570
55602,13184
12817,35229
20146,1855
64487,26063
25561,48136
31168,28941
22797,13793
33150,2339
42679,16064
42206,21777
49869,26383
60289,696
21519,46875
48871,25931
32257,12249
33352,40397
19433,31010
2742,25372
60747,10764
62493,62375
50456,38862
38062,14281
20836,47747
41999,62464
9428,13440
1205,53676
45313,61246
55421,25916
38963,33111
53945,43956
52811,45900
32857,27114
26326,36239
25647,56715
63447,63486
12089,39155
28096,695
1435,18741
45986,4674
6479,20945
8062,23559
14352,39240
12414,2514
35675,49239
63132,33741
6399,33607
56695,43669
4613,13092
63000,35790
7602,60822
20271,28073
22651,33399
65480,36086
32589,5605
19077,31705
42020,54468
52408,59518
58985,25426
56687,24100
36704,33352
2899,3752
19082,50027
2921,13980
46781,44922
21591,20908
19518,1679
47328,43768
4015,15703
57830,37176
43754,46296
28042,56425
11090,31103
61024,38489
29736,21855
46785,8199
34167,26791
21113,62113
41555,64098
22506,38791
22477,3237
6362,59455
17236,28376
53694,54917
34715,16501
12168,12237
60628,64708
1692,39769
665,1649
18813,17737
1831,59305
3201,18989
18295,11792
3574,56850
10987,60411
61163,16123
23020,37693
50755,48280
3452,7662
28283,19123
23890,64694
27548,49748
22374,7327
13661,57187
51455,51926
45187,41984
4201,48187
9736,31242
23521,56158
30992,27532
58713,50312
50529,14511
58682,58513
29091,53463
30631,50323
44392,23997
56020,38277
5439,59246
41598,17670
1893,38804
62714,55596
20508,45908
40331,2264
55376,14418
1007,37215
6214,27021
36165,15005
36703,42598
18881,13657
2520,23357
26586,60097
44630,26216
10421,55720
41959,4457
56568,51950
44970,34303
21530,9321
4542,18324
8367,42258
23337,62156
4422,27720
44102,27905
39437,18787
29278,31895
58972,47123
35539,38841
27995,50182
31544,60140
53420,46958
20136,61309
54408,58205
57347,46080
55587,20955
17408,55565
60234,57355
9037,33068
5264,39115
48575,24138
38584,35822
31727,22900
50494,17935
42770,44591
45195,48795
23059,58331
28176,54421
113,54148
13470,43454
47114,4876
7978,34759
17948,27356
32265,3699
6555,35005
25835,45409
9947,60089
32202,36418
33092,7342
9230,48481
63452,63733
17823,26237
24600,19287
47371,1875
47865,49912
55797,19344
22663,9352
33194,1030
41221,27314
20397,25647
22915,38105
17283,47587
46170,57990
40988,61201
47551,38602
29004,16094
21102,4278
55301,29097
27731,56782
24186,57161
53272,62045
39234,7640
64601,23018
15551,32231
47341,47568
34847,24175
37304,19438
12885,49299
34932,50172
54790,56426
20530,46045
352,40797
20770,39075
28447,18175
4854,33671
5088,8937
63691,45295
138,49340
29514,37345
9913,21089
47532,49147
32531,46540
52443,45695
27219,23513
38101,21450
62122,35914
54957,31971
41488,14860
23971,51313
21226,40555
56712,43801
21902,59180
61785,59569
32020,50999
58687,50704
18501,8564
20884,35730
32901,44006
57009,21511
45706,32933
26137,26970
32262,19762
42753,16354
15199,27493
28324,38790
41573,8452
4831,7400
695,55437
39758,19188
18563,43494
46356,27986
63021,17313
47163,35580
43059,14663
242,46475
49013,60814
16584,50670
27584,33390
33020,19190
4645,61603
11199,24270
6337,40982
10347,47566
60161,27322
3113,38422
55253,25217
55451,37468
33412,27882
55623,47058
33183,58109
40662,17538
31261,58491
9523,18454
64456,55527
12527,7984
52914,52927
57723,19259
40447,32408
44747,25075
63508,9490
7879,57210
60001,53739
38629,25139
6521,13634
5347,14122
18912,56125
58581,48923
38393,59572
53274,42858
56334,58668
40533,40147
15925,25009
44589,30418
20871,26816
54143,46662
4063,3445
63237,37651
62811,2250
54464,8649
13845,20633
31594,48705
57594,62072
8928,8893
25597,63021
50264,51797
7310,32549
48119,27278
39735,36989
50212,1454
24554,56874
48126,32143
47377,13664
45473,6277
44831,34679
30234,45375
29470,15983
24732,19164
24181,43290
48679,26473
56003,29008
57057,647
50442,64422
65209,59729
36888,1794
18039,40088
64477,3262
12890,33444
7112,26692
42490,18040
50134,56458
61870,15162
26362,29360
1662,39223
16892,17135
47373,36306
42709,55320
7306,3681
3052,3820
14504,13310
33330,32319
41374,64814
61544,6380
27782,22111
50724,33705
19982,56656
180,46770
113,54148
44995,44561
42695,10051
50466,35122
2801,46161
23262,55681
64776,64326
3302,19488
50411,12669
22923,37021
56820,45731
2811,41985
38476,47702
18992,16304
46947,10031
15137,54838
7513,20609
55080,2473
36987,38826
29360,10730
1520,24709
28419,36403
42924,26619
56206,61101
62543,55685
55328,36976
57771,35513
242,46475
3426,19773
8371,42515
11071,19268
10667,17401
16774,17007
6671,20944
64988,15605
34381,9613
31207,49573
22482,48002
62566,55574
40699,18471
39649,64121
48121,19192
11715,26433
32582,13765
48749,56513
22146,25378
53681,54407
871,60095
40024,24405
56390,32530
44208,17723
20432,43618
20911,15502
25916,14188
43646,50626
37478,27045
19439,22871
13960,39887
29308,36334
40635,46344
953,21029
64999,64522
56814,32647
24616,51678
2234,63533
57495,15922
5516,38750
7880,2227
2610,29552
11870,18402
63369,18769
20747,4883
19311,24300
61537,59578
33227,14439
38686,16284
8400,44715
25259,64305
57206,7236
47381,5984
1007,37215
60464,18157
8473,55712
55226,56650
18829,50811
23197,29027
54223,20556
56919,21753
62646,63791
28050,37539
61360,5375
34921,58130
26049,47111
1362,42286
17196,5629
23730,10650
14571,47869
3903,54109
33000,61813
6396,33635
3445,57279
45103,7728
4855,41606
30412,48589
30892,44663
61306,44658
21265,8365
32659,52921
57263,64651
53108,36852
11423,28532
38882,11581
550,19365
2103,36977
7138,31327
16922,45374
21208,56113
53302,28193
4094,15815
39166,47439
50636,15572
42433,42059
62205,4622
54748,11620
57138,60253
55661,17762
6569,47050
60702,60990
6930,47907
51222,31907
2932,27892
25585,41246
54105,12996
51411,1419
33080,25463
10420,60408
15846,19616
32823,46904
53722,15587
53039,61548
38661,40863
26000,1246
18072,26975
9961,61866
49849,6662
23801,22986
57744,39067
54409,58218
64771,18430
11158,32510
39715,65262
13536,12921
5492,24040
21801,30002
49890,47417
9046,25532
54508,5997
45867,5068
49089,30095
25525,57626
60394,4855
15881,55123
20815,3135
10351,4024
45387,771
10897,49387
8118,15940
514,14990
17187,59821
34127,56705
48752,62971
21584,4329
56657,58516
42181,16714
16003,38152
3851,1878
62634,1097
35802,26874
39580,38808
9306,58007
51652,5567
56530,20948
21376,9179
12085,2120
21187,41612
22950,14202
63195,9077
10612,17392
25790,52756
13579,34766
29005,32020
49126,33901
1733,55995
38041,29259
28046,65324
57138,60253
51120,5359
13210,36869
31374,24283
35934,698
54020,52728
24541,19618
52201,19194
18081,27435
47355,47325
8860,5020
48523,18577
43975,19086
21968,14191
30917,4453
63480,27134
10631,42193
25786,40769
3049,37667
12390,55575
19667,11283
6364,43360
37891,38563
63449,47037
61053,29936
61892,2065
55243,18986
23182,62369
51423,17871
25650,48853
449,57278
39328,63549
29175,61082
2651,38073
39685,25460
2694,53814
51858,2688
2802,54130
16470,58988
32630,19736
64160,45309
64946,37418
50948,38172
5754,45735
54231,51614
64994,31805
19517,1598
16903,4459
4488,6938
53364,5519
7213,31769
65079,17333
45508,3644
65171,3505
36113,21661
26174,2691
61331,22253
1749,59946
58864,25881
63894,56092
41519,13484
8410,42154
4461,21637
49868,13404
53213,19962
13372,13176
43165,28305
64634,22341
48164,61126
30352,7121
16269,31890
59064,2875
8773,8758
50601,63298
48339,22108
15576,61565
33472,8536
35474,10267
50071,14946
40022,59245
53794,33202
25057,19075
50579,52665
10760,31579
64194,22698
53460,54740
14961,8383
50767,64732
2407,58047
49681,15261
18171,10734
51666,55229
44702,62954
34424,57684
45740,47790
2388,62178
14459,41206
21624,47172
9666,19523
46021,21384
21229,11728
17679,26068
57202,19764
62219,39758
60095,36503
21897,11361
53866,33180
54237,21538
19441,51309
52335,56662
27403,3039
59934,11823
42831,44421
19296,6877
274,43777
35737,45571
37866,4910
52253,63394
59811,61514
21586,8547
21173,53409
59927,59875
7006,36839
28640,47968
41625,3930
27280,19337
23849,63132
63428,3519
43520,40281
34769,64179
42402,18195
13617,41487
37855,37245
47429,64362
13828,51555
19293,1694
46430,22450
64059,41469
54647,27071
54837,23307
43646,50626
27462,60741
61675,41847
56823,59014
45690,13923
56392,31574
43190,60945
49830,19993
3963,1894
36502,56857
58085,4116
18970,26979
31967,50511
58695,49727
37390,35077
43343,38054
63874,45844
28596,12841
35442,47240
53802,45718
17736,23817
10000,22617
16847,19932
51879,29623
35219,15763
58112,457
49148,40822
14696,6248
41604,4992
53608,33035
60321,16452
56814,32647
92,61718
29736,21855
14534,47826
45950,2446
11237,29252
16410,40592
56307,57926
29748,46127
65029,4891
2061,450
36045,24037
34924,49479
42129,63927
25643,39130
59597,5820
54964,8882
37245,3212
6824,29498
51776,45891
37758,6595
877,3544
21041,47886
36918,9483
46496,31148
50654,19716
31710,52500
61864,31613
13487,62261
63693,4852
60152,44471
4784,32959
50425,3968
15500,40903
6504,6316
41536,43791
36182,42741
39649,64121
54652,7406
53924,24171
40513,22491
40221,62782
17009,4542
11256,31231
6688,43150
7774,24246
24377,18478
556,6640
339,3624
27026,6819
37093,64456
44795,34231
39316,62176
12688,211
1810,48916
10784,28763
48036,29174
35912,51652
41160,62804
203,34475
40072,28492
26529,32905
52701,23626
29848,27923
18534,60909
44824,36575
51765,64432
38292,34590
57104,36317
22227,59611
15922,13235
44333,32466
40269,58653
43127,20620
12303,5505
53312,45906
53549,65174
299,29014
14842,13529
22377,1830
58040,2995
54233,28676
24171,12426
55967,40469
12677,31387
54312,16862
20172,58632
39424,44681
57391,58740
8288,34305
18251,16264
46975,1156
65281,49007
48800,11769
38667,53198
59532,51782
39496,3464
50780,44230
28598,9804
13989,63545
31164,32034
14466,13157
33875,23452
37547,35453
1192,64445
43969,10383
20537,34201
22103,16936
31104,56071
36799,53959
58683,60585
25090,35624
34175,28100
25823,18284
4266,49557
50865,45102
48895,13956
12295,62340
40499,51334
8612,35746
35006,51924
49701,53378
6152,39252
38435,9779
55613,18115
47656,22896
9387,6056
36799,53959
49804,36423
58129,47670
57312,43617
12429,62381
33848,15991
47528,49145
60601,38437
49915,41342
46023,17038
8469,23081
53131,55628
46061,12752
63548,13308
7713,56894
45557,18473
10157,48310
19299,11961
23291,16435
24500,41784
12054,46462
27506,2352
5021,45768
17188,56536
47575,34385
56441,51777
58593,64287
3984,2523
756,29384
55786,47043
5709,7288
6878,388
6790,38874
44480,6839
24708,16166
42591,11948
27441,64095
19335,57541
